Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
1,Eight,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Eight01,Eight06,1,0.93,Eight06,"{'Eight06': 0.926417989832182, 'Eight08': 0.8369947708132155, 'Eight10': 0.6692608074699059, 'Zero01': 0.5078389416571971, 'Zero04': 0.48970876875500835, 'Zero06': 0.4875072968874219, 'Four10': 0.4841415465604323, 'Six07': 0.47154368923322887, 'Six10': 0.4615230000323628, 'One03': 0.45426666559213136, 'Four07': 0.4448315875463722, 'One02': 0.4375105985763579, 'Four01': 0.43122869710736744, 'Six04': 0.41417221247557534, 'One04': 0.37695475083789465, 'Three06': 0.3385721539123919, 'Three09': 0.3274337339842972, 'Nine07': 0.3167260310530373, 'Three04': 0.3087034039068861, 'Nine03': 0.3041703032400983, 'Five05': 0.2989643809844572, 'Nine09': 0.2971241388422172, 'Five03': 0.2895300728646072, 'Two01': 0.2753863345162657, 'Two09': 0.27085149096448613, 'Five10': 0.26826435785064395, 'Two04': 0.2631082011578352, 'Seven01': 0.2626432066477111, 'Seven10': 0.25299453190379295, 'Seven08': 0.23481012608838525}"
1,Nine,1,3,30,"['Zero04', 'Zero06', 'Zero01', 'One04', 'One02', 'One03', 'Two01', 'Two04', 'Two09', 'Three09', 'Three04', 'Three06', 'Four01', 'Four10', 'Four07', 'Five10', 'Five05', 'Five03', 'Six04', 'Six10', 'Six07', 'Seven01', 'Seven08', 'Seven10', 'Eight06', 'Eight08', 'Eight10', 'Nine03', 'Nine09', 'Nine07']",Nine04,Nine07,1,0.82,Nine07,"{'Nine07': 0.8217453691896853, 'Nine09': 0.808091216560056, 'Nine03': 0.6520102268382063, 'Four01': 0.5889911202134779, 'Five03': 0.5727822267889344, 'Four07': 0.5552000634308667, 'Five10': 0.526936634960789, 'Five05': 0.4830213426640375, 'Four10': 0.4575834569292937, 'One04': 0.4346945554221675, 'Six07': 0.4300888219149994, 'Seven08': 0.4219360670511696, 'One02': 0.41719194181773833, 'One03': 0.40961973245037797, 'Three06': 0.4083259883657314, 'Three09': 0.40352381676206706, 'Seven10': 0.40221892019556915, 'Three04': 0.4015558864943115, 'Seven01': 0.4000351579936604, 'Zero06': 0.3642479439539039, 'Six10': 0.36070643881533426, 'Zero04': 0.3481545639281176, 'Six04': 0.3459870545106487, 'Two09': 0.3395968202854325, 'Zero01': 0.33613406733011997, 'Two04': 0.33041791131640463, 'Two01': 0.32960592158940316, 'Eight06': 0.2965836625774082, 'Eight08': 0.27381469719320417, 'Eight10': 0.2667844265600877}"
1,Zero,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Zero08,Zero05,1,0.96,Zero05,"{'Zero05': 0.9579245739164224, 'Zero04': 0.9433602239352005, 'Zero06': 0.9217926570778265, 'Zero01': 0.9149990971366888, 'Six05': 0.6509715374049858, 'Four05': 0.6335714457653747, 'Four06': 0.5943703806757231, 'Six02': 0.589071400793211, 'Six07': 0.5625651553736473, 'Four08': 0.5576558192593737, 'Eight02': 0.5568926029777831, 'Eight10': 0.5439956869832485, 'Four04': 0.5225911448862667, 'Eight01': 0.4871262767610951, 'Eight06': 0.4660571110233125, 'Six03': 0.4274421194847894, 'Three02': 0.4212692315239729, 'Nine06': 0.3966851749195228, 'Nine02': 0.39393660825669896, 'One09': 0.3631366734101267, 'One02': 0.3585331139875718, 'Three07': 0.3538428472766345, 'Three08': 0.3501790548290029, 'Two07': 0.3469113073063339, 'Two10': 0.34653945152806254, 'One08': 0.3377833810876365, 'Two02': 0.3348849996416565, 'Two03': 0.3327258312973683, 'Seven04': 0.3231322333016411, 'Three05': 0.31910224676114574, 'Five04': 0.31364785507479387, 'Nine09': 0.3132288358539709, 'Seven01': 0.3047110633147001, 'Seven10': 0.30297409527953656, 'Five03': 0.3025566070877259, 'Five09': 0.27784373357997005, 'Nine10': 0.20737940165326163, 'Five08': 0.1988508428127045, 'Seven02': 0.19768388722803565, 'One05': 0.04586615185464049}"
1,One,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",One01,One05,1,0.91,One05,"{'One05': 0.9095347862239113, 'One08': 0.8265749199559271, 'Five09': 0.7522926803087941, 'Five03': 0.7484919064198643, 'Five04': 0.7201852116313772, 'One02': 0.7103565161485501, 'Five08': 0.708774547331013, 'Two07': 0.6423553819020151, 'Two02': 0.6292642996811824, 'Seven04': 0.6144121464465822, 'Three05': 0.6065648015560607, 'Three07': 0.6031190006253604, 'Seven01': 0.5992681532086729, 'Three08': 0.5822675463754166, 'Six03': 0.5712180565115936, 'Two03': 0.5635499577491665, 'Two10': 0.5466161817921986, 'Three02': 0.5415377825440866, 'One09': 0.5040809912382767, 'Six07': 0.4888325367894433, 'Seven10': 0.4805122529416552, 'Nine10': 0.4693908761989124, 'Nine09': 0.4426389291356976, 'Six05': 0.4384216768761724, 'Six02': 0.4382206815720282, 'Nine06': 0.4209326232698285, 'Nine02': 0.4122496941447248, 'Four06': 0.3837883517859033, 'Four04': 0.3542674314326659, 'Four08': 0.34777568388089, 'Seven02': 0.33671720556859397, 'Four05': 0.29083791259578085, 'Eight01': 0.26038024995576237, 'Eight06': 0.23036723629247835, 'Eight10': 0.20754906347920987, 'Eight02': 0.18253915289831502, 'Zero04': 0.09751619496828201, 'Zero06': 0.08353064564360657, 'Zero05': 0.0692188109735784, 'Zero01': 0.019874595743125112}"
1,Two,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Two06,Two02,1,0.94,Two02,"{'Two02': 0.9433611831108684, 'Two07': 0.9293757621392413, 'Two03': 0.9217467863458333, 'Two10': 0.9199064924329813, 'Seven04': 0.8737956792842503, 'Seven01': 0.8555166578272868, 'One09': 0.7891275502812668, 'Seven10': 0.7878356296385154, 'One08': 0.7700906268733361, 'One02': 0.7518997891201107, 'Three07': 0.744273790343345, 'Three08': 0.6997225044217182, 'Seven02': 0.6561435964742497, 'One05': 0.6416471274116176, 'Three02': 0.6347080264046379, 'Three05': 0.6332661236484309, 'Five09': 0.6281237448083025, 'Five08': 0.6128550129373906, 'Five03': 0.6085999977865642, 'Five04': 0.5768475695490183, 'Six03': 0.462398847432807, 'Nine10': 0.4472092197509344, 'Nine09': 0.4239270948912254, 'Nine02': 0.42053727879216685, 'Four06': 0.42018958414980634, 'Six07': 0.3857843677874393, 'Nine06': 0.36972667901407286, 'Six05': 0.3696350701673876, 'Zero04': 0.3477526756042689, 'Four04': 0.34257311283496206, 'Zero06': 0.3411493770107724, 'Zero05': 0.332990658300541, 'Six02': 0.3328156483549366, 'Four05': 0.3243508242283345, 'Four08': 0.3229063038354445, 'Eight06': 0.3171766488925343, 'Eight02': 0.29911377082636736, 'Zero01': 0.29439608684505325, 'Eight01': 0.2916078180473066, 'Eight10': 0.24797887045906652}"
1,Three,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Three10,Three07,1,0.91,Three07,"{'Three07': 0.9125536187396975, 'Three02': 0.8744082323905872, 'Three05': 0.8616069335109776, 'Three08': 0.8271358298782263, 'Seven04': 0.788947262421416, 'One08': 0.7789885410472194, 'Seven01': 0.7643927954367356, 'One09': 0.7516901407869185, 'Five04': 0.7329488075237048, 'Five03': 0.7322630803273493, 'Two02': 0.7108071827079836, 'Seven10': 0.7095028403969884, 'Two07': 0.7026380132418498, 'One02': 0.686503159531415, 'Two03': 0.683696302263344, 'Five09': 0.6725658925838199, 'Two10': 0.664878434288691, 'Seven02': 0.6118140408228787, 'One05': 0.5889335082873111, 'Four06': 0.5710808750765759, 'Five08': 0.5661518390320283, 'Six03': 0.5520827309649499, 'Six07': 0.5163807222802872, 'Six05': 0.49636968321143893, 'Six02': 0.47498327276361285, 'Nine10': 0.4718230971118458, 'Nine02': 0.46667929723595525, 'Nine09': 0.4622786144521773, 'Four05': 0.4547528894961044, 'Nine06': 0.43677854376354, 'Zero04': 0.42585172888148703, 'Zero06': 0.4195113814511844, 'Four04': 0.41044913139502837, 'Four08': 0.40693791097977927, 'Eight02': 0.40575564242063833, 'Zero05': 0.4050470714151537, 'Zero01': 0.37872472998627504, 'Eight06': 0.3620662046527473, 'Eight10': 0.3567231685253204, 'Eight01': 0.34805387485328176}"
1,Four,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Four02,Four05,1,0.92,Four05,"{'Four05': 0.9196405934412565, 'Four08': 0.8932245373812825, 'Four04': 0.8516378622956704, 'Four06': 0.8339512467254919, 'Six02': 0.7914441050837512, 'Six07': 0.7440682699139753, 'Six05': 0.7063010948647728, 'Six03': 0.6327597904917852, 'Zero06': 0.6026699164503604, 'Zero04': 0.5934202255017038, 'Zero05': 0.5751364755217279, 'Zero01': 0.5715197374075938, 'Nine06': 0.5511765544853798, 'Nine02': 0.5476307439702437, 'Eight10': 0.5391786879226736, 'Five04': 0.5377779151163813, 'Five03': 0.5345089604747391, 'One08': 0.5233630933217598, 'Nine09': 0.5169776242489936, 'Three02': 0.5058153014816831, 'Five09': 0.5010425483680401, 'Nine10': 0.48174115485255276, 'Eight02': 0.47676276910230775, 'Three05': 0.46728277244943917, 'Five08': 0.4520190199622772, 'Eight01': 0.44577946877331576, 'One02': 0.4334106524239628, 'Three07': 0.4233498050423694, 'Eight06': 0.4149433398673317, 'One09': 0.40540949049500075, 'Three08': 0.40037389860928974, 'Seven04': 0.37485558302304955, 'One05': 0.36437026836526065, 'Seven01': 0.3619032161094774, 'Two07': 0.34246671199246015, 'Seven10': 0.3340381758833828, 'Two02': 0.3245587765712321, 'Two10': 0.3068018650024874, 'Two03': 0.30089629920934124, 'Seven02': 0.29278883517034027}"
1,Five,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Five01,Five04,1,0.96,Five04,"{'Five04': 0.9622832256803545, 'Five03': 0.9303063898085511, 'Five09': 0.8247978737517347, 'Five08': 0.8171384704581987, 'Three02': 0.7786316245749136, 'One05': 0.7141243219252862, 'One08': 0.7102098352159804, 'Three07': 0.6931488108668962, 'Three05': 0.6693078925891672, 'One09': 0.6658709096406008, 'Seven04': 0.6654322090723922, 'Seven01': 0.6442988859232894, 'One02': 0.631801537624743, 'Six03': 0.6298102260281362, 'Seven10': 0.6129450825114843, 'Six07': 0.6047920009603018, 'Three08': 0.6045544439964217, 'Nine06': 0.5986093423492733, 'Nine02': 0.5960773249335034, 'Six05': 0.5909932427285374, 'Two02': 0.5771856012244555, 'Two03': 0.5747419301179375, 'Six02': 0.5686122600855357, 'Four06': 0.5664295359991508, 'Nine09': 0.5624973484075056, 'Two07': 0.559308404313529, 'Two10': 0.5417344409558555, 'Seven02': 0.501861588510941, 'Nine10': 0.5015039889003816, 'Four08': 0.4861807719761455, 'Four05': 0.46885198100016845, 'Four04': 0.46271346955972203, 'Zero04': 0.37240980020311687, 'Zero06': 0.3517060959740578, 'Zero05': 0.34340830426626434, 'Eight10': 0.3193966295632473, 'Eight02': 0.3147428473774484, 'Eight01': 0.30339058769150606, 'Eight06': 0.27174020975618884, 'Zero01': 0.26954361462178356}"
1,Six,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Six01,Six07,1,0.9,Six07,"{'Six07': 0.8955587201168982, 'Six03': 0.8838886962257013, 'Six02': 0.8663180859904263, 'Six05': 0.7684476774748081, 'Four06': 0.7226990419228718, 'Four08': 0.6309948709532152, 'Four05': 0.6094602112057277, 'Five04': 0.5952110891902018, 'Five03': 0.5932130297121684, 'Four04': 0.5915367357799559, 'Zero04': 0.5757487163807908, 'Five09': 0.5706634079626288, 'Zero06': 0.5630665417926128, 'Zero05': 0.5504869583823597, 'One08': 0.5199023865180374, 'Five08': 0.5173958633697232, 'One05': 0.5158280542547145, 'Three02': 0.49550561962990325, 'Zero01': 0.4899529473431449, 'Eight10': 0.45953158484716883, 'One02': 0.4535585752774681, 'Eight01': 0.4521039529484312, 'Three05': 0.4496286457287174, 'Nine06': 0.4493698654227698, 'Three07': 0.4433215762095404, 'Eight02': 0.4380135336925788, 'Three08': 0.42845578432829745, 'Eight06': 0.42049807134844497, 'One09': 0.42014570599705403, 'Nine02': 0.4066354802978136, 'Two07': 0.40352674617157824, 'Two02': 0.390135468604498, 'Seven04': 0.38659106458220205, 'Seven01': 0.3589156717331613, 'Nine09': 0.3524138182627735, 'Two10': 0.34205549503175003, 'Two03': 0.33938427525506, 'Nine10': 0.30836331952103857, 'Seven10': 0.3069599500954554, 'Seven02': 0.20224347552991617}"
1,Seven,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Seven03,Seven01,1,0.98,Seven01,"{'Seven01': 0.975983574194129, 'Seven04': 0.9599216096741348, 'Seven10': 0.9170670089030153, 'Two03': 0.8703357406383485, 'Two10': 0.8347435352378879, 'Two02': 0.8332346325279412, 'One09': 0.8187778676188682, 'Two07': 0.8132628035291057, 'One08': 0.7922855677102999, 'Three07': 0.7805692613006314, 'Seven02': 0.7624418540509144, 'One02': 0.706018404756115, 'Three08': 0.7047999458041608, 'Three02': 0.6966415003270725, 'Three05': 0.6775877106094931, 'Five03': 0.6561574016769207, 'Five09': 0.6494770038998425, 'Five04': 0.6448762207366514, 'Five08': 0.6079710887348808, 'Nine10': 0.5364505941979588, 'One05': 0.5098321999813913, 'Nine09': 0.4932683091036225, 'Nine02': 0.4684055165150758, 'Four06': 0.44369932219214114, 'Nine06': 0.4298290242132796, 'Six03': 0.428230121093334, 'Six07': 0.3747831054108288, 'Four04': 0.3625914800112108, 'Six05': 0.35834105047676057, 'Zero04': 0.3534954038730941, 'Four08': 0.35004289686829615, 'Zero06': 0.3399812674671516, 'Zero05': 0.3343350279156735, 'Four05': 0.3329530840050442, 'Six02': 0.3327270237183688, 'Eight02': 0.3165666282234596, 'Zero01': 0.2941196926455366, 'Eight06': 0.2752974573728413, 'Eight10': 0.26281860207387453, 'Eight01': 0.25907740095568976}"
1,Eight,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Eight07,Eight01,1,0.89,Eight01,"{'Eight01': 0.8946006398120622, 'Eight06': 0.866513408394754, 'Eight02': 0.7771195044278351, 'Eight10': 0.6568140780571022, 'Zero01': 0.5656822152126764, 'Zero04': 0.5458643047714378, 'Zero06': 0.5445239032985913, 'Zero05': 0.540985882098467, 'Six02': 0.5212470383649104, 'Six07': 0.5181003540392934, 'Six03': 0.503264624009182, 'Six05': 0.47553341277567585, 'Four05': 0.4685154219470926, 'One02': 0.45716162731304233, 'Four08': 0.4554073926765764, 'Four04': 0.45124900743154295, 'Four06': 0.4447865574975801, 'Three08': 0.42560565577840614, 'One08': 0.40484113221831275, 'Five04': 0.3649773640624334, 'Three07': 0.35152158530427036, 'Three02': 0.3470607559564308, 'Nine02': 0.34270828067677495, 'Nine09': 0.3361457815840194, 'Nine06': 0.33504065931342675, 'Nine10': 0.3345828531379216, 'Five03': 0.32914753828858767, 'Two07': 0.3210580926553066, 'Three05': 0.3159527852320311, 'Seven04': 0.29541232775061455, 'Two02': 0.29135714510101607, 'One09': 0.2895952911358298, 'One05': 0.2872392736044638, 'Seven01': 0.28468956887543206, 'Seven10': 0.278990894662309, 'Two10': 0.27687786664489633, 'Two03': 0.2749587602131548, 'Five09': 0.2684551337754679, 'Five08': 0.2585649754410948, 'Seven02': 0.23751544937138014}"
1,Nine,1,4,40,"['Zero05', 'Zero04', 'Zero01', 'Zero06', 'One09', 'One05', 'One02', 'One08', 'Two10', 'Two02', 'Two03', 'Two07', 'Three05', 'Three08', 'Three02', 'Three07', 'Four08', 'Four04', 'Four06', 'Four05', 'Five09', 'Five08', 'Five03', 'Five04', 'Six02', 'Six05', 'Six07', 'Six03', 'Seven10', 'Seven04', 'Seven02', 'Seven01', 'Eight06', 'Eight10', 'Eight02', 'Eight01', 'Nine02', 'Nine10', 'Nine06', 'Nine09']",Nine03,Nine09,1,0.81,Nine09,"{'Nine09': 0.8094832020581756, 'Nine10': 0.7742017344054636, 'Nine02': 0.7498419278331909, 'Nine06': 0.6852246627742278, 'One09': 0.6683157407367619, 'Seven02': 0.6436771466221609, 'One08': 0.6368896730332433, 'Seven04': 0.5982448663422869, 'Seven01': 0.5913819613751587, 'Seven10': 0.5890402938554185, 'Five04': 0.573834614250917, 'Five03': 0.5709395069360852, 'Three07': 0.5693155340627667, 'Five09': 0.5659957953680325, 'Two02': 0.5518916468799624, 'Two03': 0.5437118083002744, 'Three02': 0.5431265980762339, 'Two07': 0.532696399812055, 'One02': 0.5310376787692057, 'Two10': 0.5155790679669062, 'Four06': 0.5126999285752123, 'Three05': 0.5024356749810122, 'Four04': 0.5003188073508107, 'Three08': 0.4899634350825194, 'Four08': 0.48772515696049057, 'Five08': 0.4556595767791186, 'Four05': 0.44417855586229527, 'One05': 0.34194303804199266, 'Six07': 0.3248037137148809, 'Six02': 0.3245166252181868, 'Zero06': 0.31788395562927485, 'Eight06': 0.311887358793137, 'Six03': 0.3075745283128958, 'Eight01': 0.3041703032400983, 'Six05': 0.3024070999199142, 'Zero01': 0.29932888976268124, 'Zero05': 0.2911946279041623, 'Zero04': 0.2902982999251935, 'Eight02': 0.24325659968850655, 'Eight10': 0.20051818853493142}"
1,Zero,1,5,50,"['Zero01', 'Zero03', 'Zero06', 'Zero05', 'Zero09', 'One10', 'One09', 'One04', 'One06', 'One07', 'Two01', 'Two06', 'Two10', 'Two02', 'Two08', 'Three10', 'Three06', 'Three03', 'Three08', 'Three09', 'Four06', 'Four08', 'Four04', 'Four03', 'Four09', 'Five06', 'Five07', 'Five05', 'Five03', 'Five02', 'Six02', 'Six08', 'Six05', 'Six04', 'Six10', 'Seven08', 'Seven09', 'Seven03', 'Seven10', 'Seven04', 'Eight10', 'Eight04', 'Eight09', 'Eight07', 'Eight01', 'Nine07', 'Nine09', 'Nine10', 'Nine03', 'Nine05']",Zero04,Zero05,1,0.95,Zero05,"{'Zero05': 0.9515285245165948, 'Zero03': 0.9481329889428541, 'Zero06': 0.9338784546692895, 'Zero09': 0.9216284344113774, 'Zero01': 0.9124222973023297, 'Six08': 0.7414536715678074, 'Six05': 0.7153083136416433, 'Six02': 0.6302740154172259, 'Four03': 0.6301400987833807, 'Four06': 0.612359836716992, 'Four09': 0.6117284123322786, 'Eight09': 0.5868095184307721, 'Four08': 0.5541439818689811, 'Eight07': 0.545864304771438, 'Eight10': 0.5388455397057903, 'Four04': 0.5180537811687176, 'Eight01': 0.48970876875500835, 'One07': 0.4537279655416371, 'Eight04': 0.4469833771523679, 'Six10': 0.4266400894858976, 'Three10': 0.42585172888148715, 'Three06': 0.4128189076833013, 'Two01': 0.4104133452864791, 'Nine05': 0.3930485377688948, 'Three08': 0.3922726061112495, 'Six04': 0.38637522210317843, 'Three03': 0.38424952244248645, 'Two10': 0.3785600298101299, 'One09': 0.3782502676332965, 'One10': 0.37445133120690377, 'One06': 0.3744513312069022, 'Two02': 0.3701956056721465, 'Three09': 0.36526761412628106, 'Five02': 0.3638218678813223, 'Two08': 0.35484568026248264, 'Seven04': 0.35435997745857317, 'Seven03': 0.3534954038730942, 'Five03': 0.3490616758121541, 'Two06': 0.3477526756042686, 'Nine07': 0.3403663383085388, 'Seven10': 0.33296161140708913, 'Seven09': 0.32997418638182074, 'Five06': 0.3153628070895018, 'Nine09': 0.3025349889030301, 'Five07': 0.29070214636613123, 'Nine03': 0.2902982999251936, 'Seven08': 0.2774279748823618, 'Five05': 0.22186714548914488, 'One04': 0.21775764063726155, 'Nine10': 0.2016946847336185}"
1,One,1,5,50,"['Zero01', 'Zero03', 'Zero06', 'Zero05', 'Zero09', 'One10', 'One09', 'One04', 'One06', 'One07', 'Two01', 'Two06', 'Two10', 'Two02', 'Two08', 'Three10', 'Three06', 'Three03', 'Three08', 'Three09', 'Four06', 'Four08', 'Four04', 'Four03', 'Four09', 'Five06', 'Five07', 'Five05', 'Five03', 'Five02', 'Six02', 'Six08', 'Six05', 'Six04', 'Six10', 'Seven08', 'Seven09', 'Seven03', 'Seven10', 'Seven04', 'Eight10', 'Eight04', 'Eight09', 'Eight07', 'Eight01', 'Nine07', 'Nine09', 'Nine10', 'Nine03', 'Nine05']",One01,One04,1,0.85,One04,"{'One04': 0.8478770071442218, 'One10': 0.8265749199559002, 'One06': 0.8265749199558695, 'Five05': 0.8039936787844656, 'Five06': 0.7913452188430989, 'Five07': 0.7562906812563939, 'Five03': 0.7484919064198646, 'Two06': 0.6926598791802036, 'Five02': 0.6917064062795655, 'Two08': 0.6703189392314364, 'Six04': 0.6351409054546328, 'Three09': 0.6298710364297315, 'Two02': 0.6292642996811825, 'Three06': 0.6154244562868801, 'Seven04': 0.6144121464465822, 'Six10': 0.6127700937517944, 'Three10': 0.5887707660510662, 'Three08': 0.5822675463754166, 'Two01': 0.5749552816587623, 'Seven03': 0.5635250371980982, 'Three03': 0.5556422276321993, 'Two10': 0.5466161817921986, 'One07': 0.5306436990557867, 'One09': 0.5040809912382767, 'Seven10': 0.4805122529416552, 'Seven09': 0.4696010668700281, 'Nine10': 0.4693908761989124, 'Nine09': 0.4426389291356976, 'Six05': 0.4384216768761724, 'Six02': 0.4382206815720282, 'Seven08': 0.4186193614353847, 'Six08': 0.40570275751368834, 'Nine03': 0.3986178035954472, 'Nine07': 0.39321110357456646, 'Four06': 0.3837883517859033, 'Nine05': 0.3759564328844961, 'Four04': 0.3542674314326659, 'Four08': 0.34777568388089, 'Four09': 0.3358655278314028, 'Four03': 0.3267591429080686, 'Eight09': 0.30205373275966574, 'Eight07': 0.2744867342731886, 'Eight01': 0.26038024995576237, 'Eight10': 0.20754906347920987, 'Eight04': 0.15965856262395706, 'Zero06': 0.08353064564360613, 'Zero03': 0.07304873900803088, 'Zero05': 0.0692188109735784, 'Zero01': 0.019874595743125112, 'Zero09': -0.023143342513933796}"
